rank,Ticker,Date,score,r20,r5,px_ma20,vol20,z_r5,reason
1,INTC,2026-02-03,0.2509525358435727,0.2509525358435727,0.12110174500038462,0.053171802241954724,0.06772354389315145,1.0560410633638075,"Strong 20D momentum (r20=0.251), above MA20 (px_ma20=0.053)"
