Date,avg_fwd_r5,hit_rate,strategy
2018-11-07,-0.019956276182273226,0.4,random
2018-11-08,-0.015183021965463107,0.4,random
2018-11-09,-0.014423037972282882,0.2,random
2018-11-12,-0.011417068401657415,0.6,random
2018-11-13,-0.025675272186718813,0.2,random
2018-11-14,-0.018356553180083356,0.4,random
2018-11-15,-0.09635716102409146,0.0,random
2018-11-16,-0.023652723939855957,0.2,random
2018-11-19,0.013224798254756332,0.6,random
2018-11-20,0.07795620990101933,1.0,random
2018-11-21,0.05582203697200052,1.0,random
2018-11-23,0.061667209218477306,1.0,random
2018-11-26,0.04392025552278396,0.8,random
2018-11-27,0.021969301595118406,0.8,random
2018-11-28,-0.011695314943586199,0.2,random
2018-11-29,-0.03111566630615743,0.0,random
2018-11-30,-0.026263131550911645,0.0,random
2018-12-03,-0.05407427926457804,0.2,random
2018-12-04,-0.004308933158940475,0.2,random
2018-12-06,-0.014655176757890876,0.4,random
2018-12-07,0.009517572421059462,0.8,random
2018-12-10,-0.034103221266851745,0.0,random
2018-12-11,-0.03638313782103719,0.0,random
2018-12-12,-0.034872170044572326,0.0,random
2018-12-13,-0.08763715061890598,0.0,random
2018-12-14,-0.06893717865948479,0.0,random
2018-12-17,-0.08166680195760886,0.0,random
2018-12-18,-0.03674740764942188,0.0,random
2018-12-19,0.004048551740593887,0.6,random
2018-12-20,0.014972282129222858,0.8,random
2018-12-21,0.03806549992557384,1.0,random
2018-12-24,0.07587446681140406,1.0,random
2018-12-26,-0.0066423324625385135,0.4,random
2018-12-27,0.031685707905244206,1.0,random
2018-12-28,0.024121024623854702,0.8,random
2018-12-31,0.024733195848653123,0.8,random
2019-01-02,0.05024308390041288,1.0,random
2019-01-03,0.06469161689604337,1.0,random
2019-01-04,0.026624855785173374,0.8,random
2019-01-07,0.027638562332376448,1.0,random
2019-01-08,0.0028670495378132267,0.8,random
2019-01-09,0.004463237772818052,0.6,random
2019-01-10,-0.0016371927612587101,0.4,random
2019-01-11,0.041316675366041486,1.0,random
2019-01-14,0.012156190873260763,0.8,random
2019-01-15,0.03006544819039343,0.8,random
2019-01-16,0.019909205278144125,1.0,random
2019-01-17,0.01881793567265686,0.8,random
2019-01-18,-0.009011845263593065,0.4,random
2019-01-22,-0.013639459092154893,0.2,random
2019-01-23,-0.015591096412120642,0.4,random
2019-01-24,0.0065855227316403255,0.8,random
2019-01-25,0.020076269450824503,0.8,random
2019-01-28,0.04588015613551773,1.0,random
2019-01-29,0.04615391325560303,1.0,random
2019-01-30,0.004297309055025034,0.6,random
2019-01-31,-0.005432348144181009,0.6,random
2019-02-01,0.008167774523351379,0.8,random
2019-02-04,-0.016707633539416088,0.4,random
2019-02-05,0.01247546779421591,0.8,random
2019-02-06,-0.004998000063780062,0.2,random
2019-02-07,0.016977056753078302,0.8,random
2019-02-08,0.017795789301954645,1.0,random
2019-02-11,0.02909034322770072,1.0,random
2019-02-12,0.013830350441718275,0.8,random
2019-02-13,0.004090345001998119,0.6,random
2019-02-14,0.012480853012967485,0.8,random
2019-02-15,-0.0021099020313420035,0.4,random
2019-02-19,-0.0015436519561760954,0.8,random
2019-02-20,0.011479087050962233,0.6,random
2019-02-21,-0.004600459252779676,0.4,random
2019-02-22,0.006449238607164576,0.6,random
2019-02-25,0.0032928070265035637,0.6,random
2019-02-26,-0.005599492111944637,0.6,random
2019-02-27,-0.000780258069610773,0.4,random
2019-02-28,-0.013930346996314968,0.0,random
2019-03-01,-0.030076992425190508,0.0,random
2019-03-04,0.006489328563887109,0.6,random
2019-03-05,0.008120475536328576,0.8,random
2019-03-06,0.04324110045444125,1.0,random
2019-03-07,-0.016375961872680443,0.8,random
2019-03-08,0.044441051138214636,1.0,random
2019-03-11,-0.005908357422834265,0.6,random
2019-03-12,0.011764624049439499,0.8,random
2019-03-13,-0.0017453785131080757,0.6,random
2019-03-14,0.04961654078231885,0.8,random
2019-03-15,-0.015284365826036917,0.4,random
2019-03-18,-0.006273353642073709,0.6,random
2019-03-19,0.002217229976016988,0.8,random
2019-03-20,-0.007508651270136979,0.6,random
2019-03-21,-0.02165047596341938,0.2,random
2019-03-22,0.010110838537514422,0.8,random
2019-03-25,0.03135432029448628,1.0,random
2019-03-26,0.009822625372581672,0.8,random
2019-03-27,0.00653490530217562,0.6,random
2019-03-28,0.016942008689629473,0.6,random
2019-03-29,0.018867366906630222,0.6,random
2019-04-01,-0.011301224572135315,0.6,random
2019-04-02,-0.005311891903681043,0.2,random
2019-04-03,-0.003744673035209689,0.6,random
2019-04-04,-0.020576842021222896,0.0,random
2019-04-05,-0.01013475387977505,0.6,random
2019-04-08,-0.006748910116582141,0.6,random
2019-04-09,-0.007855117355197283,0.8,random
2019-04-10,-0.004582989962225614,0.6,random
2019-04-11,0.03408847810925022,1.0,random
2019-04-12,0.0033218952926344913,0.8,random
2019-04-15,0.025412790201663604,0.8,random
2019-04-16,0.01563834893894067,1.0,random
2019-04-17,-0.004395491450340993,0.6,random
2019-04-18,0.015611296859385226,0.8,random
2019-04-22,0.019239035217002144,0.8,random
2019-04-23,0.013644703417797421,0.8,random
2019-04-24,-0.005444654702545115,0.4,random
2019-04-25,0.004479208760445519,0.6,random
2019-04-26,0.00034003452388409183,0.6,random
2019-04-29,-0.0052623234381466545,0.4,random
2019-04-30,-0.009009109330148446,0.4,random
2019-05-01,-0.01672920667877713,0.2,random
2019-05-02,-0.018808070556838464,0.0,random
2019-05-03,-0.009470547748975888,0.2,random
2019-05-06,-0.033552742297891756,0.0,random
2019-05-07,-0.014405661826543436,0.2,random
2019-05-08,-0.004836588053739233,0.4,random
2019-05-09,0.009966692648409858,0.6,random
2019-05-10,-0.011414087565934405,0.4,random
2019-05-13,0.00864566788786778,0.8,random
2019-05-14,0.006125055409919522,0.6,random
2019-05-15,0.007937314275393436,0.6,random
2019-05-16,-0.006373513360493121,0.2,random
2019-05-17,0.003995928845779706,0.4,random
2019-05-20,-0.008553993747878085,0.4,random
2019-05-21,-0.021921981585019856,0.2,random
2019-05-22,-0.03415057005658826,0.0,random
2019-05-23,-0.02341006771676557,0.0,random
2019-05-24,-0.03164808955995402,0.0,random
2019-05-28,0.0008450353324967353,0.6,random
2019-05-29,0.018352952210301598,1.0,random
2019-05-30,0.02364824919664934,1.0,random
2019-05-31,0.05355813267315659,1.0,random
2019-06-03,0.06465021073204702,1.0,random
2019-06-04,0.04044462309271348,1.0,random
2019-06-05,0.023210711199785083,0.8,random
2019-06-06,0.01577036784817474,1.0,random
2019-06-07,-0.0011997807542128314,0.6,random
2019-06-10,-0.0016616928533272235,0.6,random
2019-06-11,0.01009592331819964,1.0,random
2019-06-12,0.008568455664392727,0.8,random
2019-06-13,0.032393932511875126,1.0,random
2019-06-14,0.019497174261873695,1.0,random
2019-06-17,0.020847861190147456,0.8,random
2019-06-18,-0.007349220685127333,0.2,random
2019-06-19,-0.007974145842558955,0.4,random
2019-06-20,0.00966186484175866,0.4,random
2019-06-21,-0.007949777592357954,0.2,random
2019-06-24,-0.007777155099242661,0.4,random
2019-06-25,0.02071605964638401,0.6,random
2019-06-26,0.03233440182487226,1.0,random
2019-06-27,0.026452475151359733,0.8,random
2019-06-28,-0.007980803334599185,0.4,random
2019-07-01,-0.005415452566705503,0.6,random
2019-07-02,0.0071809639136998,0.8,random
2019-07-03,0.020992733864291614,0.8,random
2019-07-05,0.02021704214503215,1.0,random
2019-07-08,0.0053744264432820325,0.6,random
2019-07-09,0.0171054013129595,0.8,random
2019-07-10,0.006654627047206874,0.6,random
2019-07-11,0.006512461739757924,0.6,random
2019-07-12,-0.00120368566335749,0.2,random
2019-07-15,-0.0011175697298640764,0.6,random
2019-07-16,0.013398300124198226,0.8,random
2019-07-17,0.011306842355075775,0.8,random
2019-07-18,0.004198386182402003,0.4,random
2019-07-19,0.014400041757827031,0.8,random
2019-07-22,-0.0014641107524976827,0.6,random
2019-07-23,0.004585394723084657,0.6,random
2019-07-24,-0.03654700710533025,0.0,random
2019-07-25,-0.016043077816198202,0.2,random
2019-07-26,-0.03247694953758666,0.0,random
2019-07-29,-0.06686770378457237,0.0,random
2019-07-30,-0.062131353474050965,0.0,random
2019-07-31,-0.04860857611947948,0.0,random
2019-08-01,-0.005165216173344556,0.6,random
2019-08-02,0.0004263757787541289,0.6,random
2019-08-05,0.0007592738748390504,0.6,random
2019-08-06,0.01352564562700378,1.0,random
2019-08-07,-0.026497482863074295,0.0,random
2019-08-08,-0.052022418327959216,0.2,random
