Ticker,Date,score_momo,r20,r5,vol20,px_ma20,z_r5
INTC,2026-02-06,0.2306008124906047,0.2306008124906047,0.0886593248043479,0.06667592763681388,0.05514536867899955,0.7042483217406769
CAT,2026-02-06,0.1941525765481198,0.1941525765481198,0.10472196116204491,0.025074943478178815,0.10895711571668643,2.1026598239736454
JNJ,2026-02-06,0.16641557955365283,0.16641557955365283,0.05606163033295508,0.00916037099513451,0.07530111587825217,1.821462567210859
HON,2026-02-06,0.1614694918274704,0.1614694918274704,0.04773206929684504,0.015395288844351325,0.07585068771636028,1.3560985452817165
WMT,2026-02-06,0.16016620703843532,0.16016620703843532,0.10105752348340968,0.015802828803851747,0.08817009281073562,2.536872475967577
