strategy,days,avg_picks_per_day,mean_excess_5d,hit_rate_excess
meanrev_filtered,1400,2.4235714285714285,-0.0005623370448827336,0.4846309523809524
momo_filtered,1857,2.858912224017232,0.0010155856932089055,0.5130497217734697
