name,weeks,avg_picks_per_week,mean_excess_5d,hit_rate_excess
"r20>=0.15, px_ma20>=0.00",327,1.6850152905198776,0.0030665099903901625,0.5339959225280326
"r20>=0.15, px_ma20>=0.02",322,1.670807453416149,0.0025031246773949047,0.5227225672877847
"r20>=0.15, px_ma20>=0.05",298,1.604026845637584,0.00200117655632651,0.5049217002237136
"r20>=0.05, px_ma20>=0.05",461,2.6268980477223427,0.0019104154380878734,0.512002892263196
"r20>=0.10, px_ma20>=0.05",409,2.1344743276283618,0.0017319255228470162,0.5279543602281989
"r20>=0.10, px_ma20>=0.00",451,2.6053215077605323,0.0007098002209375068,0.514079822616408
"r20>=0.10, px_ma20>=0.02",445,2.5685393258426967,0.0006712651095360292,0.5124719101123596
"r20>=0.05, px_ma20>=0.00",515,4.174757281553398,-7.600107191606003e-05,0.48145631067961164
"r20>=0.05, px_ma20>=0.02",509,4.00392927308448,-0.00030337934848516043,0.48316961362148003
