week,start_date,mean_excess_5d,n_picks,cum_excess
2023-04-11/2023-04-17,2023-04-11,-0.009830909980934444,2.0,0.15789756570599733
2023-04-18/2023-04-24,,0.0,0.0,0.15789756570599733
2023-04-25/2023-05-01,,0.0,0.0,0.15789756570599733
2023-05-02/2023-05-08,,0.0,0.0,0.15789756570599733
2023-05-09/2023-05-15,,0.0,0.0,0.15789756570599733
2023-05-16/2023-05-22,,0.0,0.0,0.15789756570599733
2023-05-23/2023-05-29,2023-05-23,0.2237795735185768,1.0,0.4170113891378837
2023-05-30/2023-06-05,2023-05-30,-0.016501026228164684,2.0,0.3936292470401115
2023-06-06/2023-06-12,2023-06-06,0.010666043959393412,2.0,0.4084937578521377
2023-06-13/2023-06-19,2023-06-13,0.0012578229276036061,3.0,0.4102653935941507
2023-06-20/2023-06-26,2023-06-20,-0.032597709467839076,2.0,0.3642939720212208
2023-06-27/2023-07-03,2023-06-27,-0.06258463341619613,1.0,0.2789101339103466
2023-07-04/2023-07-10,,0.0,0.0,0.2789101339103466
2023-07-11/2023-07-17,,0.0,0.0,0.2789101339103466
2023-07-18/2023-07-24,,0.0,0.0,0.2789101339103466
2023-07-25/2023-07-31,,0.0,0.0,0.2789101339103466
2023-08-01/2023-08-07,2023-08-01,-0.003020938429208919,1.0,0.275046625139312
2023-08-08/2023-08-14,,0.0,0.0,0.275046625139312
2023-08-15/2023-08-21,,0.0,0.0,0.275046625139312
2023-08-22/2023-08-28,,0.0,0.0,0.275046625139312
2023-08-29/2023-09-04,,0.0,0.0,0.275046625139312
2023-09-05/2023-09-11,,0.0,0.0,0.275046625139312
2023-09-12/2023-09-18,,0.0,0.0,0.275046625139312
2023-09-19/2023-09-25,,0.0,0.0,0.275046625139312
2023-09-26/2023-10-02,,0.0,0.0,0.275046625139312
2023-10-03/2023-10-09,,0.0,0.0,0.275046625139312
2023-10-10/2023-10-16,,0.0,0.0,0.275046625139312
2023-10-17/2023-10-23,,0.0,0.0,0.275046625139312
2023-10-24/2023-10-30,2023-10-24,-0.0100953644296371,1.0,0.2621745647937517
2023-10-31/2023-11-06,,0.0,0.0,0.2621745647937517
2023-11-07/2023-11-13,,0.0,0.0,0.2621745647937517
2023-11-14/2023-11-20,,0.0,0.0,0.2621745647937517
2023-11-21/2023-11-27,2023-11-21,0.02604923287161054,2.0,0.29505324395668775
2023-11-28/2023-12-04,2023-11-28,-0.002457905389718462,4.0,0.2918701256083942
2023-12-05/2023-12-11,2023-12-05,0.02528781042622197,2.0,0.3245386924400788
2023-12-12/2023-12-18,2023-12-12,0.028542990911907262,4.0,0.3623449883008656
2023-12-19/2023-12-25,2023-12-19,-0.029817419695754965,4.0,0.32172337601429013
2023-12-26/2024-01-01,2023-12-26,-0.04030597427372059,3.0,0.268450027623683
2024-01-02/2024-01-08,,0.0,0.0,0.268450027623683
2024-01-09/2024-01-15,,0.0,0.0,0.268450027623683
2024-01-16/2024-01-22,2024-01-16,0.04100861461288918,1.0,0.32046740596221124
2024-01-23/2024-01-29,2024-01-23,0.036015869192261185,1.0,0.3680251873279907
2024-01-30/2024-02-05,2024-01-30,0.08050879537904332,1.0,0.47816324720795733
2024-02-06/2024-02-12,2024-02-06,0.05703635566927434,1.0,0.5624722919129599
2024-02-13/2024-02-19,2024-02-13,-0.03433209379801039,3.0,0.5088293466302118
2024-02-20/2024-02-26,2024-02-20,0.046021479348292316,2.0,0.5782679052462514
2024-02-27/2024-03-04,2024-02-27,0.09179283950778738,1.0,0.7231415977728124
2024-03-05/2024-03-11,2024-03-05,0.013857196191884469,2.0,0.7470195089595477
2024-03-12/2024-03-18,2024-03-12,-0.025292297383192164,1.0,0.7028333720047044
2024-03-19/2024-03-25,2024-03-19,0.02936995818275623,1.0,0.7528455169326844
2024-03-26/2024-04-01,2024-03-26,-0.04001730759027766,1.0,0.6827013587233499
2024-04-02/2024-04-08,2024-04-02,-0.0034024375240975235,1.0,0.6769760724785796
2024-04-09/2024-04-15,2024-04-09,0.013560354516988338,1.0,0.6997164625378958
2024-04-16/2024-04-22,,0.0,0.0,0.6997164625378958
2024-04-23/2024-04-29,,0.0,0.0,0.6997164625378958
2024-04-30/2024-05-06,,0.0,0.0,0.6997164625378958
2024-05-07/2024-05-13,,0.0,0.0,0.6997164625378958
2024-05-14/2024-05-20,2024-05-14,0.010640898140225064,1.0,0.7178029722830253
2024-05-21/2024-05-27,2024-05-21,0.10644076905103267,2.0,0.9006472417309803
2024-05-28/2024-06-03,2024-05-28,0.02494508340865098,1.0,0.9480590457063818
2024-06-04/2024-06-10,2024-06-04,0.02221553680321242,1.0,0.9913362231311027
2024-06-11/2024-06-17,2024-06-11,0.09983817839450371,1.0,1.190147604219503
2024-06-18/2024-06-24,2024-06-18,-0.06227604034408707,1.0,1.0537538836596236
2024-06-25/2024-07-01,2024-06-25,-0.03479557371678166,1.0,0.9822923390046185
2024-07-02/2024-07-08,,0.0,0.0,0.9822923390046185
2024-07-09/2024-07-15,2024-07-09,0.010585592820105738,1.0,1.0032760785557366
2024-07-16/2024-07-22,,0.0,0.0,1.0032760785557366
2024-07-23/2024-07-29,,0.0,0.0,1.0032760785557366
2024-07-30/2024-08-05,2024-07-30,0.022363137911544095,2.0,1.0480756177753756
2024-08-06/2024-08-12,2024-08-06,-0.03106911522954825,2.0,0.9844437204078842
2024-08-13/2024-08-19,2024-08-13,-0.011988308327564479,1.0,0.9606535972289354
2024-08-20/2024-08-26,2024-08-20,0.02385513499734837,1.0,1.0074252534738681
2024-08-27/2024-09-02,2024-08-27,-0.1532808477780947,1.0,0.6997254087702369
2024-09-03/2024-09-09,,0.0,0.0,0.6997254087702369
2024-09-10/2024-09-16,,0.0,0.0,0.6997254087702369
2024-09-17/2024-09-23,,0.0,0.0,0.6997254087702369
2024-09-24/2024-09-30,,0.0,0.0,0.6997254087702369
2024-10-01/2024-10-07,2024-10-01,-0.019291654497741395,1.0,0.6669348934432093
2024-10-08/2024-10-14,2024-10-08,-0.023776298050713074,4.0,0.62730135258557
2024-10-15/2024-10-21,,0.0,0.0,0.62730135258557
2024-10-22/2024-10-28,2024-10-22,-0.013639191749362789,1.0,0.605106277403658
2024-10-29/2024-11-04,2024-10-29,-0.0007719032472434106,1.0,0.6038672906559592
2024-11-05/2024-11-11,,0.0,0.0,0.6038672906559592
2024-11-12/2024-11-18,2024-11-12,-0.04088477612458785,1.0,0.5382935355439411
2024-11-19/2024-11-25,2024-11-19,0.009418969171177016,1.0,0.5527826749314504
2024-11-26/2024-12-02,2024-11-26,-0.010607964465803144,2.0,0.5363108114926629
2024-12-03/2024-12-09,2024-12-03,-0.019706355868762904,2.0,0.5060357239163606
2024-12-10/2024-12-16,,0.0,0.0,0.5060357239163606
2024-12-17/2024-12-23,2024-12-17,0.04141559018565544,1.0,0.5684090822630377
2024-12-24/2024-12-30,2024-12-24,-0.01394614279867934,1.0,0.5465358252350516
2024-12-31/2025-01-06,,0.0,0.0,0.5465358252350516
2025-01-07/2025-01-13,,0.0,0.0,0.5465358252350516
2025-01-14/2025-01-20,,0.0,0.0,0.5465358252350516
2025-01-21/2025-01-27,2025-01-21,0.015324377411670587,2.0,0.5702355239016228
2025-01-28/2025-02-03,2025-01-28,0.006381902929305183,1.0,0.5802566145913097
2025-02-04/2025-02-10,2025-02-04,-0.0296257420227638,2.0,0.5334403397976615
2025-02-11/2025-02-17,2025-02-11,0.025181383638957833,1.0,0.5720544892815602
2025-02-18/2025-02-24,2025-02-18,-0.06222288769334949,2.0,0.4742367193471677
2025-02-25/2025-03-03,2025-02-25,0.011633509834154565,1.0,0.4913872667195649
2025-03-04/2025-03-10,,0.0,0.0,0.4913872667195649
2025-03-11/2025-03-17,,0.0,0.0,0.4913872667195649
2025-03-18/2025-03-24,,0.0,0.0,0.4913872667195649
2025-03-25/2025-03-31,,0.0,0.0,0.4913872667195649
2025-04-01/2025-04-07,,0.0,0.0,0.4913872667195649
2025-04-08/2025-04-14,,0.0,0.0,0.4913872667195649
2025-04-15/2025-04-21,2025-04-15,-0.26260340665208803,1.0,0.09974388984146088
2025-04-22/2025-04-28,,0.0,0.0,0.09974388984146088
2025-04-29/2025-05-05,,0.0,0.0,0.09974388984146088
2025-05-06/2025-05-12,2025-05-06,0.009869375911997524,5.0,0.11059767569722845
2025-05-13/2025-05-19,2025-05-13,-0.009191137075447654,5.0,0.10039002022422161
2025-05-20/2025-05-26,2025-05-20,0.0014852941468123549,5.0,0.10202442308047144
2025-05-27/2025-06-02,2025-05-27,0.011043090916909248,3.0,0.11419417897720363
2025-06-03/2025-06-09,2025-06-03,0.020554041741985496,2.0,0.13709537264057836
2025-06-10/2025-06-16,2025-06-10,0.01031407789980543,1.0,0.14882346289350168
2025-06-17/2025-06-23,,0.0,0.0,0.14882346289350168
2025-06-24/2025-06-30,,0.0,0.0,0.14882346289350168
2025-07-01/2025-07-07,2025-07-01,-0.0057612539629112725,3.0,0.1422047991652211
2025-07-08/2025-07-14,2025-07-08,-0.030157204974942398,2.0,0.10775909491343261
2025-07-15/2025-07-21,2025-07-15,0.0020631738265046162,2.0,0.1100445944841304
2025-07-22/2025-07-28,2025-07-22,0.03470608741969683,2.0,0.14856989922005837
2025-07-29/2025-08-04,,0.0,0.0,0.14856989922005837
2025-08-05/2025-08-11,,0.0,0.0,0.14856989922005837
2025-08-12/2025-08-18,,0.0,0.0,0.14856989922005837
2025-08-19/2025-08-25,,0.0,0.0,0.14856989922005837
2025-08-26/2025-09-01,2025-08-26,0.007413027503123004,2.0,0.1570842794722358
2025-09-02/2025-09-08,2025-09-02,0.05238002914702555,2.0,0.21769238775655664
2025-09-09/2025-09-15,2025-09-09,-0.009587101322326375,2.0,0.20601824745570907
2025-09-16/2025-09-22,,0.0,0.0,0.20601824745570907
2025-09-23/2025-09-29,2025-09-23,0.1390119086867001,1.0,0.37366914594551615
2025-09-30/2025-10-06,2025-09-30,0.07028671182724633,2.0,0.47021983335256823
2025-10-07/2025-10-13,2025-10-07,0.03145449903688663,2.0,0.516464861684768
2025-10-14/2025-10-20,2025-10-14,0.01858830205945089,2.0,0.5446533685963078
2025-10-21/2025-10-27,2025-10-21,0.06596224090058755,1.0,0.6465421662035615
2025-10-28/2025-11-03,2025-10-28,-0.09115166052952195,1.0,0.4964571136222309
2025-11-04/2025-11-10,,0.0,0.0,0.4964571136222309
2025-11-11/2025-11-17,2025-11-11,-0.0730259028967829,1.0,0.3871769817536539
2025-11-18/2025-11-24,,0.0,0.0,0.3871769817536539
2025-11-25/2025-12-01,2025-11-25,-0.045224452258953995,1.0,0.3244426625676158
2025-12-02/2025-12-08,2025-12-02,-0.043193449608049495,1.0,0.26723541516325056
2025-12-09/2025-12-15,,0.0,0.0,0.26723541516325056
2025-12-16/2025-12-22,,0.0,0.0,0.26723541516325056
2025-12-23/2025-12-29,2025-12-23,0.01221127783457765,2.0,0.28270997889962546
2025-12-30/2026-01-05,2025-12-30,0.04028657897684229,1.0,0.3343859757689489
2026-01-06/2026-01-12,,0.0,0.0,0.3343859757689489
2026-01-13/2026-01-19,2026-01-13,0.09693903925760095,2.0,0.46374007025880726
2026-01-20/2026-01-26,2026-01-20,-0.08302092197640987,2.0,0.34221902009210603
2026-01-27/2026-02-02,,0.0,0.0,0.34221902009210603
2026-02-03/2026-02-09,2026-02-03,-0.04680179560942088,1.0,0.279400759850678
