week,start_date,mean_excess_5d,hit_rate_excess,n_picks
2017-09-19/2017-09-25,2017-09-20,-0.02486172269719389,0.0,1
2017-09-26/2017-10-02,2017-09-26,0.0023748773373299947,0.4,5
2017-10-10/2017-10-16,2017-10-11,0.04831526190815372,1.0,1
2017-10-17/2017-10-23,2017-10-20,-0.016044693175859548,0.0,1
2017-10-24/2017-10-30,2017-10-24,-0.009657736497928893,0.0,1
2017-10-31/2017-11-06,2017-10-31,0.011527824242817694,1.0,3
2017-11-07/2017-11-13,2017-11-07,-0.0259907368025043,0.0,1
2017-11-14/2017-11-20,2017-11-15,0.002370547565055355,0.3333333333333333,3
2017-11-21/2017-11-27,2017-11-21,-0.016578127381643104,0.0,1
2017-11-28/2017-12-04,2017-11-29,-0.018221932055468775,0.0,3
2017-12-05/2017-12-11,2017-12-05,0.02450704869826139,1.0,5
2017-12-12/2017-12-18,2017-12-12,0.017085210026807518,1.0,1
2017-12-19/2017-12-25,2017-12-22,0.012633892932201407,1.0,1
2017-12-26/2018-01-01,2017-12-26,0.0022429438287150383,0.3333333333333333,3
2018-01-02/2018-01-08,2018-01-08,0.019827806793305536,1.0,1
2018-01-09/2018-01-15,2018-01-09,-0.0008147053309122132,0.0,1
2018-01-16/2018-01-22,2018-01-19,-0.005681914787187825,0.0,1
2018-01-23/2018-01-29,2018-01-23,0.011241225702631419,1.0,2
2018-01-30/2018-02-05,2018-01-30,0.00011470152940580291,0.4,5
2018-02-06/2018-02-12,2018-02-06,-0.001149600663044148,0.6,5
2018-02-13/2018-02-19,2018-02-13,-0.018817961180687348,0.0,1
2018-02-20/2018-02-26,2018-02-20,-0.013789693957431182,0.5,2
2018-02-27/2018-03-05,2018-03-01,-0.02008817343979872,0.2,5
2018-03-06/2018-03-12,2018-03-06,-0.009290642704653384,0.4,5
2018-03-13/2018-03-19,2018-03-14,0.03840071930535871,1.0,1
2018-03-20/2018-03-26,2018-03-20,0.03194314746852356,1.0,1
2018-03-27/2018-04-02,2018-03-27,0.010847360082821967,0.6,5
2018-04-03/2018-04-09,2018-04-03,0.010798073855030487,0.8,5
2018-04-17/2018-04-23,2018-04-18,0.005846411595838541,1.0,1
2018-04-24/2018-04-30,2018-04-24,-0.010607797762663563,0.2,5
2018-05-01/2018-05-07,2018-05-02,-0.006299119324430687,0.3333333333333333,3
2018-05-08/2018-05-14,2018-05-11,0.008689131598120015,1.0,1
2018-05-15/2018-05-21,2018-05-17,-0.0003731469618821759,0.0,1
2018-05-22/2018-05-28,2018-05-22,-0.018327675230057294,0.0,1
2018-05-29/2018-06-04,2018-05-29,-0.011876927132266157,0.0,5
2018-06-12/2018-06-18,2018-06-18,-0.05376646094358167,0.0,2
2018-06-19/2018-06-25,2018-06-19,-0.009375791220100127,0.25,4
2018-06-26/2018-07-02,2018-06-26,-0.006597950108544526,0.25,4
2018-07-17/2018-07-23,2018-07-17,0.011848786446113646,1.0,1
2018-07-24/2018-07-30,2018-07-27,0.0331512643164984,1.0,1
2018-07-31/2018-08-06,2018-07-31,0.021476830828834743,1.0,3
2018-08-14/2018-08-20,2018-08-14,0.028983294352193045,1.0,1
2018-08-21/2018-08-27,2018-08-21,0.015829527778719932,1.0,2
2018-09-04/2018-09-10,2018-09-04,0.040687753530534554,1.0,1
2018-09-11/2018-09-17,2018-09-11,0.01960553849352409,1.0,1
2018-09-18/2018-09-24,2018-09-18,0.05531326848892337,1.0,1
2018-09-25/2018-10-01,2018-09-27,0.014041496475919235,1.0,2
2018-10-02/2018-10-08,2018-10-04,-0.019378849673552356,0.25,4
2018-10-09/2018-10-15,2018-10-09,0.01263748567666445,0.8,5
2018-10-16/2018-10-22,2018-10-16,-0.02054460513472529,0.2,5
2018-10-23/2018-10-29,2018-10-23,-0.028285214305917062,0.6,5
2018-10-30/2018-11-05,2018-10-30,0.027574978894268833,0.8,5
2018-11-06/2018-11-12,2018-11-08,-0.05525569514984774,0.0,1
2018-11-13/2018-11-19,2018-11-13,-0.049884234717390674,0.0,3
2018-11-20/2018-11-26,2018-11-20,0.029670038165573676,0.6,5
2018-11-27/2018-12-03,2018-11-27,0.007168326875872211,1.0,1
2018-12-04/2018-12-10,2018-12-04,0.003264038161711391,1.0,1
2018-12-11/2018-12-17,2018-12-11,0.018552664160705112,0.8,5
2018-12-18/2018-12-24,2018-12-18,0.00914211091950523,0.6,5
2018-12-25/2018-12-31,2018-12-26,0.0036331211194057245,1.0,1
2019-01-01/2019-01-07,2019-01-03,0.021580073511644704,1.0,1
2019-01-22/2019-01-28,2019-01-28,0.03139418420462895,1.0,3
2019-01-29/2019-02-04,2019-01-29,0.041002656683191585,0.5,2
2019-02-12/2019-02-18,2019-02-14,-0.02414800538895079,0.0,1
2019-02-19/2019-02-25,2019-02-19,-0.008413608831420172,0.0,1
2019-02-26/2019-03-04,2019-02-27,-0.03732809016165872,0.0,1
2019-03-05/2019-03-11,2019-03-05,0.016747423214507506,1.0,1
2019-03-12/2019-03-18,2019-03-12,-0.015686097716832825,0.0,1
2019-03-19/2019-03-25,2019-03-19,0.005805295403118804,1.0,1
2019-03-26/2019-04-01,2019-03-26,0.005516241176438452,0.3333333333333333,3
2019-04-02/2019-04-08,2019-04-02,-0.006906829702984729,0.0,1
2019-04-09/2019-04-15,2019-04-09,-0.05001857192374226,0.0,1
2019-04-16/2019-04-22,2019-04-16,-0.004129801336931083,0.5,2
2019-04-23/2019-04-29,2019-04-23,0.05120157793139435,1.0,1
2019-04-30/2019-05-06,2019-04-30,-0.012185829841371176,0.5,2
2019-05-07/2019-05-13,2019-05-07,0.004261121648465904,0.4,5
2019-05-14/2019-05-20,2019-05-14,-0.024292683794639003,0.0,2
2019-05-28/2019-06-03,2019-05-28,0.0007496473486923172,1.0,1
2019-06-04/2019-06-10,2019-06-04,-0.01898612200453842,0.0,1
2019-06-11/2019-06-17,2019-06-14,0.029143704391986214,1.0,1
2019-07-09/2019-07-15,2019-07-11,0.022467911947863684,1.0,1
2019-07-16/2019-07-22,2019-07-16,-0.011948832708123636,0.5,2
2019-07-23/2019-07-29,2019-07-23,-0.001486251951341444,0.0,1
2019-07-30/2019-08-05,2019-08-01,0.002694112805512572,1.0,1
2019-08-06/2019-08-12,2019-08-06,-0.005726010214161836,0.4,5
2019-08-13/2019-08-19,2019-08-14,-0.007259131213532388,0.0,1
2019-08-20/2019-08-26,2019-08-20,-0.0020839649863372833,0.5,2
2019-08-27/2019-09-02,2019-08-27,-0.007948223244118813,0.0,1
2019-09-03/2019-09-09,2019-09-09,-0.023824454116368132,0.0,1
2019-09-10/2019-09-16,2019-09-10,-0.003933943647044913,0.5,2
2019-09-24/2019-09-30,2019-09-26,0.02159796336111064,1.0,1
2019-10-01/2019-10-07,2019-10-01,-0.02100389562493732,0.0,1
2019-10-08/2019-10-14,2019-10-08,-0.01681446035730283,0.0,1
2019-10-15/2019-10-21,2019-10-15,0.0420565238226267,1.0,1
2019-10-22/2019-10-28,2019-10-22,0.0023840488775515476,0.6,5
2019-10-29/2019-11-04,2019-10-29,-0.01038049855124984,0.0,2
2019-11-05/2019-11-11,2019-11-05,-0.003304497512705451,0.0,1
2019-11-12/2019-11-18,2019-11-14,-0.003884627180984368,0.0,1
2019-11-19/2019-11-25,2019-11-19,-0.010411352802835228,0.0,1
2019-12-03/2019-12-09,2019-12-04,-0.006178381618495266,0.0,1
2019-12-10/2019-12-16,2019-12-16,0.026879544210263395,1.0,1
2019-12-31/2020-01-06,2020-01-06,0.004035061831657583,1.0,1
2020-01-07/2020-01-13,2020-01-07,-0.017885364577214458,0.0,1
2020-01-21/2020-01-27,2020-01-22,0.05638107683077864,1.0,1
2020-01-28/2020-02-03,2020-01-28,-0.017305074948074473,0.4,5
2020-02-04/2020-02-10,2020-02-04,-0.01197938474251159,0.0,1
2020-02-11/2020-02-17,2020-02-11,-0.047309999601404695,0.0,1
2020-02-18/2020-02-24,2020-02-18,0.051411267626732815,1.0,2
2020-02-25/2020-03-02,2020-02-25,0.004968962951036082,0.8,5
2020-03-03/2020-03-09,2020-03-03,0.0249435746839759,0.6,5
2020-03-10/2020-03-16,2020-03-10,-0.056111973461434504,0.4,5
2020-03-17/2020-03-23,2020-03-17,0.05186417381551607,0.8,5
2020-03-24/2020-03-30,2020-03-24,0.035192826917328945,1.0,5
2020-03-31/2020-04-06,2020-04-01,0.040043347062990176,1.0,4
2020-04-14/2020-04-20,2020-04-15,-0.012804205734259999,0.0,1
2020-04-21/2020-04-27,2020-04-21,0.002843700476508326,0.4,5
2020-04-28/2020-05-04,2020-04-29,0.028131034695785262,1.0,1
2020-05-05/2020-05-11,2020-05-06,-0.029264349098599762,0.2,5
2020-05-12/2020-05-18,2020-05-13,0.045179171695919784,1.0,1
2020-06-09/2020-06-15,2020-06-11,0.006894328905181579,0.8,5
2020-06-16/2020-06-22,2020-06-16,0.004856511126628327,1.0,1
2020-06-23/2020-06-29,2020-06-24,-0.007423580776411365,0.0,1
2020-07-14/2020-07-20,2020-07-16,0.009568848642492966,1.0,1
2020-07-21/2020-07-27,2020-07-24,-0.07410953798776998,0.0,1
2020-07-28/2020-08-03,2020-07-28,-0.029913962720909626,0.0,1
2020-08-11/2020-08-17,2020-08-13,-0.013902253048906577,0.0,1
2020-08-18/2020-08-24,2020-08-18,-0.016658746440649463,0.0,1
2020-09-01/2020-09-07,2020-09-04,-0.0032744590658706496,0.5,2
2020-09-08/2020-09-14,2020-09-08,0.017100302650184362,0.8,5
2020-09-15/2020-09-21,2020-09-16,0.022335652643587944,1.0,1
2020-09-22/2020-09-28,2020-09-24,-0.05201551638234725,0.0,1
2020-10-13/2020-10-19,2020-10-19,0.0036247669530336535,0.5,2
2020-10-20/2020-10-26,2020-10-20,0.036575075279901226,1.0,1
2020-10-27/2020-11-02,2020-10-27,-0.010834315440324205,0.0,1
2020-11-03/2020-11-09,2020-11-03,-0.05798885282242172,0.0,1
2020-11-10/2020-11-16,2020-11-12,-0.010771554219000556,0.0,1
2020-12-01/2020-12-07,2020-12-02,-0.0011147090963017359,0.0,1
2021-01-05/2021-01-11,2021-01-07,-0.012923432927931633,0.0,1
2021-01-19/2021-01-25,2021-01-22,0.03767245250926199,1.0,1
2021-01-26/2021-02-01,2021-01-27,0.010791991704031667,0.5,2
2021-02-02/2021-02-08,2021-02-02,0.008330046932450097,1.0,1
2021-02-23/2021-03-01,2021-02-23,-0.03708856352173995,0.0,1
2021-03-02/2021-03-08,2021-03-03,-0.020067293615622872,0.5,2
2021-03-16/2021-03-22,2021-03-19,0.015355572383420446,1.0,1
2021-03-23/2021-03-29,2021-03-23,-0.000295915028023952,0.5,2
2021-04-20/2021-04-26,2021-04-20,0.026355986614340576,1.0,1
2021-04-27/2021-05-03,2021-04-27,0.037598965604316414,1.0,2
2021-05-04/2021-05-10,2021-05-04,-0.0013231014550775244,0.5,2
2021-05-11/2021-05-17,2021-05-12,-0.02148726122021516,0.0,1
2021-05-18/2021-05-24,2021-05-18,0.0038307912448491965,0.5,2
2021-05-25/2021-05-31,2021-05-27,0.015120456117801107,1.0,1
2021-06-01/2021-06-07,2021-06-01,0.005779488511115871,1.0,2
2021-06-08/2021-06-14,2021-06-10,-0.06825010887764871,0.0,1
2021-06-15/2021-06-21,2021-06-15,-0.027207844683144466,0.0,2
2021-06-29/2021-07-05,2021-07-02,-0.0013193067924426316,0.0,1
2021-07-06/2021-07-12,2021-07-06,0.004664298750907125,1.0,1
2021-07-13/2021-07-19,2021-07-16,0.02720376659175372,0.5,2
2021-07-20/2021-07-26,2021-07-20,0.01870159361780732,1.0,2
2021-07-27/2021-08-02,2021-07-30,-0.0038622054518098192,0.0,1
2021-08-03/2021-08-09,2021-08-03,-0.009347975919452134,0.25,4
2021-08-17/2021-08-23,2021-08-18,-0.008785495192638418,0.3333333333333333,3
2021-08-24/2021-08-30,2021-08-27,0.005916105669830252,1.0,1
2021-09-07/2021-09-13,2021-09-07,-0.0008801044241592004,0.0,1
2021-09-14/2021-09-20,2021-09-14,0.011981878641257474,0.6666666666666666,3
2021-09-21/2021-09-27,2021-09-21,0.029051838488464488,1.0,4
2021-09-28/2021-10-04,2021-09-28,0.024985712242006297,1.0,2
2021-10-05/2021-10-11,2021-10-11,-0.033930529956076705,0.0,1
2021-10-12/2021-10-18,2021-10-12,-0.019379648429303176,0.0,1
2021-10-19/2021-10-25,2021-10-21,-0.008107723729842031,0.5,2
2021-10-26/2021-11-01,2021-10-26,-0.0004009117319655475,0.5,2
2021-11-02/2021-11-08,2021-11-02,0.022909938025144294,1.0,2
2021-11-09/2021-11-15,2021-11-09,0.0015489058869621042,0.5,2
2021-11-16/2021-11-22,2021-11-16,-0.013012045007133488,0.5,2
2021-11-23/2021-11-29,2021-11-23,-0.04542605495029797,0.0,4
2021-11-30/2021-12-06,2021-11-30,0.00803139258978638,0.6,5
2021-12-07/2021-12-13,2021-12-07,-0.03219164384541329,0.0,1
2021-12-14/2021-12-20,2021-12-14,0.0266911376823884,1.0,1
2021-12-21/2021-12-27,2021-12-22,0.006997530483985326,1.0,2
2022-01-04/2022-01-10,2022-01-04,0.004154653622230831,0.5,2
2022-01-11/2022-01-17,2022-01-11,0.011506621348382118,0.8,5
2022-01-18/2022-01-24,2022-01-18,0.026609339241921926,1.0,5
2022-01-25/2022-01-31,2022-01-25,0.006268013868422706,0.6,5
2022-02-01/2022-02-07,2022-02-01,-0.025545098167816693,0.0,1
2022-02-08/2022-02-14,2022-02-08,0.003657468232386607,0.5,2
2022-02-15/2022-02-21,2022-02-15,-0.006430605709387693,0.0,1
2022-02-22/2022-02-28,2022-02-22,0.0055951221398914674,0.5,4
2022-03-01/2022-03-07,2022-03-01,-0.040308463888862334,0.0,5
2022-03-08/2022-03-14,2022-03-08,0.02861356262613519,0.6,5
2022-03-15/2022-03-21,2022-03-15,-0.018247467553525132,0.0,1
2022-03-22/2022-03-28,2022-03-22,-0.021700035595715983,0.0,1
2022-03-29/2022-04-04,2022-03-31,0.017780237635842355,1.0,1
2022-04-05/2022-04-11,2022-04-05,-0.04444965875455383,0.3333333333333333,3
2022-04-12/2022-04-18,2022-04-12,0.0031317185487831135,0.8,5
2022-04-19/2022-04-25,2022-04-19,0.04515956577026781,1.0,1
2022-04-26/2022-05-02,2022-04-26,-0.023796232439755594,0.4,5
2022-05-03/2022-05-09,2022-05-03,0.017641755833184558,0.75,4
2022-05-10/2022-05-16,2022-05-10,0.018270097693476338,0.8,5
2022-05-17/2022-05-23,2022-05-17,-0.019627713694143956,0.0,1
2022-05-24/2022-05-30,2022-05-24,0.03661427874980845,0.6,5
2022-06-07/2022-06-13,2022-06-08,0.015290088700106508,1.0,1
2022-06-14/2022-06-20,2022-06-14,0.01311994442281077,0.8,5
2022-06-21/2022-06-27,2022-06-21,-0.044956713359632694,0.0,1
2022-06-28/2022-07-04,2022-07-01,0.031748922898877284,1.0,3
2022-07-05/2022-07-11,2022-07-05,0.007159698228969447,1.0,1
2022-07-12/2022-07-18,2022-07-13,-0.07342648902627802,0.0,1
2022-07-19/2022-07-25,2022-07-19,0.0007465509123768532,0.5,2
2022-07-26/2022-08-01,2022-07-26,0.004609281145107835,0.5,2
2022-08-02/2022-08-08,2022-08-02,-0.04943989858456632,0.0,1
2022-08-16/2022-08-22,2022-08-22,-0.08106467666469719,0.0,1
2022-08-23/2022-08-29,2022-08-23,-0.017433587064421247,0.5,4
2022-08-30/2022-09-05,2022-08-30,-0.02509664508809939,0.0,2
2022-09-06/2022-09-12,2022-09-06,-0.004436769393650586,0.6,5
2022-09-13/2022-09-19,2022-09-14,0.026352458590815364,1.0,1
2022-09-20/2022-09-26,2022-09-22,0.004837097736236529,0.5,2
2022-09-27/2022-10-03,2022-09-27,0.015997426100665457,0.6,5
2022-10-04/2022-10-10,2022-10-10,-0.003595662993420845,0.0,1
2022-10-11/2022-10-17,2022-10-11,0.028940257571378768,0.6,5
2022-10-25/2022-10-31,2022-10-28,-0.08763216320628986,0.0,1
2022-11-01/2022-11-07,2022-11-01,-0.02709170688178425,0.5,2
2022-11-08/2022-11-14,2022-11-08,0.03238799372492296,1.0,1
2022-11-15/2022-11-21,2022-11-15,0.036381350129957024,1.0,1
2022-11-29/2022-12-05,2022-12-05,-0.004520940465737144,0.0,1
2022-12-06/2022-12-12,2022-12-06,-0.003035547802912486,0.0,1
2022-12-13/2022-12-19,2022-12-19,0.002438731869481625,0.75,4
2022-12-20/2022-12-26,2022-12-20,-0.01792152044078882,0.5,2
2023-01-03/2023-01-09,2023-01-04,-0.052646091998926337,0.0,1
2023-01-10/2023-01-16,2023-01-10,-0.022412202477646193,0.0,1
2023-01-17/2023-01-23,2023-01-19,-0.043724190437503974,0.3333333333333333,3
2023-01-24/2023-01-30,2023-01-24,-0.013370013553618887,0.0,2
2023-01-31/2023-02-06,2023-02-02,0.03149464056899387,1.0,2
2023-02-07/2023-02-13,2023-02-09,0.005634772217072925,0.5,2
2023-02-21/2023-02-27,2023-02-21,-0.012829878627623192,0.5,2
2023-02-28/2023-03-06,2023-03-01,-0.008033108050766291,0.0,1
2023-03-07/2023-03-13,2023-03-09,-0.014963359996560177,0.0,2
2023-03-14/2023-03-20,2023-03-14,-0.026295689114222087,0.0,4
2023-04-18/2023-04-24,2023-04-19,0.016930780683901303,1.0,1
2023-04-25/2023-05-01,2023-04-25,-0.00406435248775372,0.5,2
2023-05-09/2023-05-15,2023-05-12,-0.0240373726647074,0.0,1
2023-05-16/2023-05-22,2023-05-16,-0.04878808800768947,0.0,2
2023-05-23/2023-05-29,2023-05-23,-0.04330588150454584,0.0,1
2023-05-30/2023-06-05,2023-05-30,-0.010988026255611016,0.0,1
2023-06-13/2023-06-19,2023-06-15,0.04506237591882867,1.0,1
