Date,mean_excess_5d,hit_rate_excess,n_picks
2021-06-17,0.005925028963812584,0.5,2
2021-06-18,-0.007129167878834108,0.0,1
2021-06-21,0.0688291961870442,1.0,1
2021-06-22,0.049511540425599465,1.0,1
2021-06-23,0.03668062648812409,1.0,1
2021-06-24,0.03986868175471758,1.0,1
2021-06-25,0.03904736039039358,1.0,2
2021-06-28,0.030511242657583648,1.0,2
2021-06-29,0.006305977720101885,1.0,2
2021-06-30,0.010697038991611452,0.5,2
2021-07-01,0.011034988766861403,0.75,4
2021-07-02,0.003631903970129663,0.5,4
2021-07-06,-0.002767833371575379,0.5,4
2021-07-07,-0.00020632027769422744,0.6,5
2021-07-08,-0.016570110430813245,0.25,4
2021-07-09,-0.02333328142774535,0.5,4
2021-07-12,-0.0144201130038068,0.5,4
2021-07-13,-0.01921226071697557,0.3333333333333333,3
2021-07-14,-0.012705092185155475,0.3333333333333333,3
2021-07-15,-0.0011366852009074835,0.5,2
2021-07-16,0.007836642071266442,0.5,2
2021-07-19,0.007966497798928218,1.0,1
2021-07-20,-0.0012034700894012484,0.5,2
2021-07-21,0.01734222083799497,1.0,1
2021-07-22,0.008304027429464345,1.0,1
2021-07-23,-0.002380459437144322,0.5,2
2021-07-26,-0.015512752389706175,0.0,1
2021-08-11,-0.02609351592230802,0.0,1
2021-08-12,-0.03984369894873674,0.0,1
2021-08-13,0.0031463987227178247,0.5,2
2021-08-16,-0.030183645897469635,0.0,2
2021-08-17,1.4307777767896823e-05,1.0,1
2021-08-23,0.02213315802883642,1.0,1
2021-08-24,0.019150809624467913,1.0,1
2021-08-25,-0.009346541425796606,0.3333333333333333,3
2021-08-26,-0.0006659373975477223,0.0,1
2021-08-27,-0.00920498738562836,0.3333333333333333,3
2021-08-30,0.001582609973045157,1.0,2
2021-08-31,-0.004582921899352332,0.0,2
2021-09-01,-0.0055225302196459936,0.0,1
2021-09-03,-0.015903713210977832,0.0,1
2021-09-07,-0.0023856686472571997,0.0,1
2021-09-08,0.006809222094383061,1.0,1
2021-09-09,0.006962343023505402,1.0,1
2021-09-10,-0.016644373204645402,0.0,1
2021-09-14,-0.021050485956283227,0.0,1
2021-09-15,0.004467822558511858,1.0,1
2021-09-16,0.019713213159855858,1.0,1
2021-10-07,-0.015973396588195965,0.5,2
2021-10-08,-0.009190562881405961,0.0,2
2021-10-12,-0.018647316403192504,0.5,2
2021-10-13,-0.01962169570732253,0.0,1
2021-10-14,-0.011960330146866816,0.5,2
2021-10-15,-0.00016586013169028746,0.5,2
2021-10-18,0.007244073490162872,0.6666666666666666,3
2021-10-19,0.008812355261985483,0.75,4
2021-10-20,0.001154086198425941,0.6666666666666666,3
2021-10-21,0.028887481001298343,1.0,2
2021-10-22,0.028201663180298004,1.0,3
2021-10-25,0.016338549997734375,0.75,4
2021-10-26,0.019815504040896402,0.6,5
2021-10-27,0.012918646148603385,0.6,5
2021-10-28,0.05083707745317114,0.8,5
2021-10-29,0.02360576556648388,0.4,5
2021-11-01,0.035380606894885425,0.6,5
2021-11-02,0.036484391792129235,0.6,5
2021-11-03,0.017960313857707532,0.6,5
2021-11-04,-0.004370965301563956,0.4,5
2021-11-05,-0.001111188246137962,0.8,5
2021-11-08,-0.013890710538494245,0.2,5
2021-11-09,-0.01523363675206788,0.2,5
2021-11-10,-0.011542578195141595,0.3333333333333333,3
2021-11-11,0.029432396289604146,1.0,1
2021-11-12,0.048716557410548256,1.0,2
2021-11-15,0.06401352369547686,1.0,1
2021-11-16,0.025171454058192932,0.5,2
2021-11-17,0.04948461802017867,0.6666666666666666,3
2021-11-18,0.01631100104004718,1.0,2
2021-11-19,-0.0015724431780634596,0.5,4
2021-11-22,0.01746287754150481,0.6666666666666666,3
2021-11-23,0.023151745388720113,1.0,2
2021-11-24,0.011996140237977126,1.0,2
2021-11-26,-0.013619552818375458,0.0,1
2021-11-29,-0.08753653628441838,0.0,1
2021-11-30,-0.013946013873657293,0.5,2
2021-12-01,-0.029781342563688806,0.0,1
2021-12-02,-0.04065190652462736,0.0,2
2021-12-06,-0.042120075324804995,0.0,1
2021-12-07,0.0029118374973919336,0.5,2
2021-12-08,0.005569005154920814,0.5,2
2021-12-09,-0.02115796394731706,0.0,2
2021-12-10,-0.03306709543452785,0.0,2
2021-12-13,-0.009243621465545249,0.0,1
2021-12-14,-0.007039131930206666,0.0,1
2021-12-15,-0.014229133083581758,0.0,1
2021-12-16,0.014439867417483931,1.0,1
2021-12-17,0.011142907412895475,1.0,1
2021-12-20,0.00440622423999959,1.0,1
2021-12-21,0.0020165215435272166,0.75,4
2021-12-22,0.010847561077436415,1.0,3
2021-12-23,0.008849593557699617,1.0,3
2021-12-27,0.013835921454368183,0.8,5
2021-12-28,0.0032928561592283855,0.6,5
2021-12-29,0.015574345534077416,0.6,5
2021-12-30,0.003838775661324112,0.6,5
2021-12-31,0.005547486143309932,0.6,5
2022-01-03,-0.0033202983768440665,0.6,5
2022-01-04,-0.014444141350479722,0.0,2
2022-01-05,-0.024048048600032585,0.0,3
2022-01-06,0.0030017500158709964,1.0,1
2022-01-07,0.01638882744001635,1.0,1
2022-01-10,0.009300133209731554,1.0,1
2022-01-11,0.02556290530126748,0.6666666666666666,3
2022-01-12,0.02331205510283682,0.75,4
2022-01-13,-0.012505356889723207,0.5,2
2022-01-14,-0.004435341561015438,0.3333333333333333,3
2022-01-18,0.0029679463234187167,0.3333333333333333,3
2022-01-19,0.004329789684673457,0.6666666666666666,3
2022-01-20,0.08859051472816326,1.0,1
2022-01-25,-0.0259421268847988,0.0,1
2022-01-26,-0.03481051435909799,0.0,1
2022-01-27,-0.04426122012829281,0.0,1
2022-01-28,0.0250759429929881,1.0,1
2022-01-31,0.06086607643633779,1.0,1
2022-02-01,0.016678930052810292,1.0,1
2022-02-02,0.01716073071814539,1.0,1
2022-02-04,0.03992729816097984,1.0,1
2022-02-07,0.004854190894853394,1.0,1
2022-02-08,0.03124856894399841,1.0,1
2022-02-09,0.033992005308777884,1.0,1
2022-02-10,0.02830872546509522,1.0,1
2022-02-11,0.03014972003476668,1.0,1
2022-02-14,0.021993052092058596,1.0,1
2022-02-15,0.008525166995825062,1.0,1
2022-02-16,-0.009583219259037823,0.0,1
2022-02-17,-0.01179793773362503,0.0,1
2022-02-18,-0.01597916159990076,0.0,2
2022-02-22,-0.0756790652312972,0.0,1
2022-02-24,-0.04293675432664179,0.0,1
2022-02-25,-0.060275374043277506,0.0,3
2022-02-28,0.16467037942496943,1.0,1
2022-03-01,0.17092451158436484,1.0,1
2022-03-02,0.10262770061191362,1.0,1
2022-03-03,0.11693685736393111,1.0,1
2022-03-04,0.10521225072284357,1.0,1
2022-03-07,0.03467536739033572,1.0,1
2022-03-08,-0.09566673237007062,0.0,1
2022-03-09,-0.07069121455855698,0.0,1
