strategy,weeks,avg_picks_per_week,mean_excess_5d,hit_rate_excess
momo_v1_weekly,451,2.6053215077605323,0.0007098002209375068,0.514079822616408
momo_v2_weekly,436,2.4013761467889907,-0.00015134143114213243,0.5054663608562691
