Ticker,Date,score_meanrev,z_r5,r5,r20,vol20,px_ma20
AMZN,2026-02-06,2.698467083188847,-2.698467083188847,-0.1211031983199391,-0.14604728954669766,0.02120440220087809,-0.11274788849807871
MSFT,2026-02-06,1.8823296278760346,-1.8823296278760346,-0.06774499364988429,-0.16098800079761488,0.029051990052946095,-0.10445925442035231
CRM,2026-02-06,1.85163994807458,-1.85163994807458,-0.09863859741327252,-0.26553561202134646,0.028069398800209092,-0.1416607174771497
DIS,2026-02-06,0.8252917062662024,-0.8252917062662024,-0.03634757085630891,-0.0479110213578946,0.023851046458586357,-0.01752993367406508
IBM,2026-02-06,0.7558232009640473,-0.7558232009640473,-0.02533426547764539,-0.012519848472644202,0.02884577425512588,-0.002803841700272147
