strategy,weeks,avg_picks_per_week,mean_excess_5d,hit_rate_excess
meanrev_weekly,432,2.125,-0.001530065945245415,0.4711805555555556
momo_weekly,451,2.6053215077605323,0.0007098002209375068,0.514079822616408
